---
# IPCG 3YP data file
# taes1g09@ecs.soton.ac.uk
---
q1: 4/4
q2: 4/4
---
---
d: 444
d: 444
d: 444
1: 666
d: 444
1: 470
d: 444
1: 428
d: 444
1: 476
d: 444
1: 422
1: 463
d: 444
d: 444
1: 428
d: 444
d: 444
1: 428
d: 444
1: 458
d: 444
1: 404
d: 444
1: 476
d: 444
0: 458
1: 458
1: 422
d: 444
1: 386
1: 422
d: 444
d: 444
1: 455
d: 444
1: 463
1: 458
d: 444
d: 444
1: 463
d: 444
d: 444
1: 449
d: 444
1: 386
1: 497
d: 444
1: 449
d: 444
g: 12864
1: 449
1: 463
t: 33528
---
q3: 2/6
---
d: 222
d: 222
d: 222
d: 222
1: 666
d: 222
1: 214
0: 219
d: 222
1: 219
1: 219
d: 222
1: 202
1: 178
d: 222
d: 222
1: 232
d: 222
1: 258
d: 222
d: 222
1: 214
d: 222
1: 219
d: 222
1: 219
1: 267
d: 222
1: 264
d: 222
1: 219
1: 202
d: 222
1: 169
d: 222
d: 222
1: 196
d: 222
1: 267
d: 222
1: 264
d: 222
1: 202
d: 222
1: 247
d: 222
g: 12480
1: 169
1: 196
1: 219
t: 32043
---
q4: 3/6
---
d: 133
d: 133
d: 133
d: 133
1: 666
0: 157
d: 111
1: 157
1: 157
1: 142
d: 111
0: 136
1: 136
0: 178
d: 111
d: 111
1: 178
d: 111
1: 202
1: 157
d: 111
1: 169
d: 111
1: 116
d: 111
d: 111
1: 157
d: 111
d: 111
1: 116
d: 111
1: 157
0: 71
d: 111
1: 71
1: 142
1: 157
d: 111
1: 116
d: 111
1: 95
d: 111
d: 111
0: 41
1: 41
d: 111
g: 12544
1: 11
0: 89
1: 89
1: 169
t: 41214
---
q5: 4/6
---
d: 71
d: 71
d: 71
1: 666
d: 71
0: 136
1: 136
d: 71
1: 5
d: 68
0: 142
0: 142
0: 142
0: 142
0: 142
1: 142
d: 78
1: 116
0: 41
1: 41
d: 78
1: 136
0: 95
d: 78
d: 78
1: 95
d: 71
1: 169
d: 71
1: 136
0: 71
0: 71
1: 71
d: 78
0: 77
1: 77
d: 78
d: 78
1: 95
d: 71
1: 89
d: 71
0: 68
1: 68
0: 71
0: 71
d: 78
1: 71
0: 116
1: 116
d: 78
d: 78
1: 202
d: 78
1: 5
1: 77
d: 71
g: 12544
0: 5
0: 5
1: 5
0: 41
1: 41
t: 59272
---
q6: 6/6
---
# EOF
