---
# IPCG 3YP data file
# taes1g09@ecs.soton.ac.uk
---
q1: 2/4
q2: 2/4
---
---
d: 444
d: 444
d: 444
1: 666
d: 444
1: 437
d: 444
1: 422
d: 444
1: 428
1: 428
d: 444
1: 463
d: 444
d: 444
1: 428
d: 444
1: 463
d: 444
1: 428
d: 444
d: 444
1: 422
d: 444
1: 392
d: 444
1: 449
1: 458
d: 444
1: 463
1: 404
0: 428
0: 428
d: 444
d: 444
1: 428
d: 444
1: 428
1: 476
d: 444
d: 444
1: 428
d: 444
1: 422
1: 455
d: 444
d: 444
g: 12672
1: 463
1: 463
1: 449
t: 33593
---
q3: 1/6
---
d: 222
d: 222
d: 222
1: 666
d: 222
1: 232
d: 222
1: 232
d: 222
1: 219
d: 222
1: 202
d: 222
1: 232
d: 222
1: 178
0: 219
d: 222
1: 219
d: 222
1: 202
d: 222
1: 169
d: 222
1: 214
0: 219
d: 222
1: 219
d: 222
1: 232
d: 222
1: 214
d: 222
1: 219
d: 222
1: 219
d: 222
1: 232
0: 232
1: 232
d: 222
1: 264
d: 222
0: 219
0: 219
0: 219
d: 222
1: 219
d: 222
d: 222
g: 12544
1: 202
1: 178
1: 267
1: 232
t: 43048
---
q4: 2/6
---
d: 150
d: 150
d: 150
1: 666
d: 150
0: 157
1: 157
d: 156
1: 178
d: 156
1: 178
d: 150
1: 127
1: 116
d: 111
1: 202
d: 111
d: 111
1: 157
1: 95
d: 111
1: 127
d: 111
1: 95
d: 111
d: 111
d: 111
1: 116
d: 111
0: 127
1: 127
0: 89
d: 111
1: 89
d: 111
0: 142
0: 142
0: 142
0: 142
1: 142
1: 68
1: 136
d: 111
0: 169
1: 169
d: 111
d: 111
1: 95
1: 136
d: 111
1: 95
d: 111
g: 12672
0: 116
1: 116
1: 68
t: 48293
---
q5: 2/6
---
d: 78
d: 78
d: 78
1: 666
d: 78
0: 23
0: 23
0: 23
1: 23
d: 84
1: 5
1: 11
d: 78
d: 78
1: 127
0: 41
0: 41
1: 41
d: 78
1: 5
d: 78
1: 95
d: 71
1: 11
d: 68
1: 116
d: 68
d: 68
1: 41
1: 5
d: 63
1: 116
d: 63
0: 11
d: 63
0: 11
0: 11
0: 11
1: 11
d: 68
1: 23
1: 11
d: 63
1: 56
d: 63
d: 63
1: 95
0: 56
1: 56
d: 63
g: 12864
0: 56
1: 56
1: 68
t: 49891
---
q6: 3/6
---
# EOF
