---
# IPCG 3YP data file
# taes1g09@ecs.soton.ac.uk
---
q1: 4/4
q2: 3/4
---
---
d: 444
d: 444
d: 444
0: 666
1: 666
d: 444
1: 437
d: 444
1: 449
d: 444
1: 463
d: 444
1: 449
d: 444
d: 444
1: 476
d: 444
1: 428
d: 444
d: 444
1: 404
d: 444
1: 476
d: 444
1: 449
1: 449
1: 458
d: 444
1: 455
d: 444
1: 428
d: 444
1: 463
1: 449
d: 444
1: 428
d: 444
d: 444
1: 463
d: 444
d: 444
1: 428
d: 444
1: 428
d: 444
1: 458
d: 444
1: 517
1: 386
d: 444
1: 449
d: 444
g: 12800
0: 449
0: 449
1: 449
1: 455
t: 36246
---
q3: 3/6
---
d: 222
d: 222
1: 666
d: 222
d: 222
1: 157
d: 222
0: 202
1: 202
d: 222
d: 222
1: 285
d: 222
1: 196
0: 219
1: 219
d: 222
1: 267
d: 222
1: 214
d: 222
0: 202
1: 202
d: 222
1: 214
d: 222
1: 202
d: 222
1: 196
d: 222
1: 219
0: 219
1: 219
d: 222
0: 258
d: 222
1: 258
d: 222
d: 222
1: 232
d: 222
1: 219
1: 178
d: 222
0: 267
1: 267
d: 222
1: 247
d: 222
0: 202
d: 222
1: 202
1: 202
d: 222
g: 12992
1: 232
1: 247
1: 232
t: 44854
---
q4: 4/6
---
d: 111
d: 111
d: 111
1: 666
1: 41
d: 111
1: 127
d: 111
d: 111
1: 116
d: 111
1: 136
d: 111
1: 202
d: 111
0: 41
0: 41
d: 111
0: 41
1: 41
d: 111
1: 116
0: 136
d: 111
1: 136
1: 71
d: 111
0: 77
0: 77
1: 77
0: 95
1: 95
d: 111
1: 95
d: 111
0: 116
d: 111
0: 116
0: 116
d: 111
0: 116
1: 116
1: 116
d: 111
0: 23
1: 23
d: 111
d: 111
0: 11
0: 11
0: 11
0: 11
0: 11
1: 11
d: 116
1: 196
0: 219
1: 219
d: 116
1: 169
1: 219
d: 116
d: 116
0: 68
0: 68
1: 68
0: 41
d: 116
g: 12800
1: 41
1: 232
1: 116
t: 74959
---
q5: 5/6
---
d: 116
d: 116
d: 116
1: 666
d: 116
0: 116
1: 116
d: 116
1: 95
1: 89
d: 107
1: 169
d: 101
d: 101
1: 116
d: 101
1: 169
d: 101
d: 101
0: 127
1: 127
0: 5
1: 5
d: 101
1: 196
0: 142
1: 142
d: 101
1: 116
d: 101
0: 95
d: 101
d: 101
1: 95
d: 101
0: 5
1: 5
d: 101
0: 142
1: 142
1: 127
d: 101
0: 116
1: 116
1: 178
d: 98
d: 98
1: 136
1: 68
d: 98
d: 98
g: 12736
0: 169
1: 169
0: 23
0: 23
0: 23
0: 23
0: 23
0: 23
0: 23
0: 23
0: 23
1: 23
t: 71085
---
q6: 6/6
---
# EOF
