---
# IPCG 3YP data file
# taes1g09@ecs.soton.ac.uk
---
q1: 4/4
q2: 4/4
---
---
d: 444
d: 444
d: 444
d: 444
1: 666
1: 463
1: 463
d: 444
d: 444
1: 455
d: 444
d: 444
1: 463
d: 444
1: 449
d: 444
0: 458
0: 458
1: 458
d: 444
1: 449
d: 444
1: 422
d: 444
1: 449
d: 444
1: 449
d: 444
1: 463
d: 444
1: 458
d: 444
0: 404
1: 404
d: 444
1: 463
1: 428
d: 444
0: 463
1: 463
d: 444
1: 428
d: 444
1: 428
d: 444
1: 449
1: 463
d: 444
d: 444
0: 463
0: 463
0: 463
1: 463
d: 444
1: 449
1: 428
d: 444
1: 404
d: 444
g: 12608
1: 428
t: 42484
---
q3: 2/6
---
d: 222
d: 222
d: 222
1: 666
d: 222
0: 232
d: 222
1: 232
d: 222
1: 219
0: 219
1: 219
d: 222
1: 232
d: 222
1: 219
1: 285
d: 222
d: 222
1: 169
0: 178
0: 178
0: 178
d: 222
d: 222
1: 178
d: 222
d: 222
0: 142
0: 142
0: 142
0: 142
0: 142
1: 142
1: 232
1: 267
1: 219
d: 222
1: 202
d: 222
d: 222
d: 222
1: 196
1: 232
d: 222
1: 219
d: 222
1: 232
d: 222
d: 222
1: 202
d: 222
1: 247
1: 267
d: 222
1: 232
d: 222
1: 219
d: 222
g: 12672
1: 232
1: 219
1: 258
t: 48581
---
q4: 2/6
---
d: 142
d: 142
1: 666
d: 142
0: 116
d: 202
1: 116
d: 142
1: 74
d: 133
0: 77
1: 77
d: 133
1: 196
1: 169
d: 129
1: 169
d: 123
d: 123
1: 214
d: 116
1: 95
1: 142
d: 116
0: 116
0: 116
1: 116
d: 116
0: 136
1: 136
d: 116
0: 169
1: 169
d: 116
0: 68
d: 116
1: 68
d: 116
0: 95
1: 95
d: 116
d: 116
1: 56
1: 116
d: 116
d: 116
0: 127
1: 127
d: 116
0: 77
1: 77
1: 74
d: 116
g: 12736
1: 11
1: 157
1: 95
t: 49506
---
q5: 2/6
---
d: 107
d: 107
d: 107
1: 666
0: 89
0: 89
1: 89
d: 116
1: 68
d: 107
1: 95
d: 101
1: 68
d: 101
d: 101
1: 95
d: 98
1: 116
d: 98
0: 142
1: 142
0: 11
0: 11
0: 11
0: 11
0: 11
0: 11
0: 11
1: 11
d: 116
0: 95
1: 95
d: 116
0: 23
0: 23
1: 23
d: 116
0: 41
0: 41
1: 41
d: 116
1: 95
d: 116
1: 68
d: 116
d: 116
1: 136
1: 232
d: 116
1: 127
d: 107
g: 12992
1: 136
0: 41
1: 41
t: 57376
---
q6: 4/6
---
# EOF
