---
# IPCG 3YP data file
# taes1g09@ecs.soton.ac.uk
---
q1: 3/4
q2: 3/4
---
---
d: 444
d: 444
d: 444
0: 666
1: 666
d: 444
0: 404
0: 404
1: 404
d: 444
1: 449
d: 444
d: 444
1: 422
d: 444
1: 463
1: 463
d: 444
1: 470
d: 444
1: 428
d: 444
1: 449
d: 444
1: 463
d: 444
1: 449
d: 444
d: 444
1: 463
1: 508
d: 444
d: 444
d: 444
1: 449
1: 392
d: 444
d: 444
0: 422
0: 422
1: 422
d: 444
1: 449
1: 508
d: 444
1: 470
d: 444
1: 449
d: 444
1: 458
1: 463
d: 444
1: 449
d: 444
1: 455
d: 444
1: 476
d: 444
d: 444
1: 449
d: 444
g: 12608
1: 449
1: 508
1: 404
1: 449
t: 38080
---
q3: 4/6
---
d: 222
d: 222
1: 666
d: 222
1: 196
0: 219
d: 222
1: 219
d: 222
d: 222
1: 219
d: 222
1: 219
d: 222
d: 222
1: 219
1: 142
0: 219
1: 219
d: 222
1: 232
d: 222
d: 222
1: 219
d: 222
1: 202
d: 222
0: 219
1: 219
d: 222
1: 219
d: 222
1: 202
d: 222
1: 279
d: 222
d: 222
1: 202
d: 222
1: 232
d: 222
1: 214
0: 219
1: 219
d: 222
g: 12544
1: 219
1: 219
0: 232
1: 232
t: 36948
---
q4: 3/6
---
d: 165
d: 165
1: 666
d: 165
0: 196
d: 196
1: 196
d: 139
1: 127
1: 196
d: 116
d: 116
1: 202
d: 116
0: 41
d: 116
d: 116
0: 41
0: 41
1: 41
0: 142
1: 142
d: 139
1: 232
d: 116
1: 116
0: 142
1: 142
0: 116
1: 116
d: 116
1: 157
d: 116
1: 95
d: 116
1: 95
d: 111
0: 11
0: 11
d: 116
0: 11
0: 11
1: 11
d: 116
1: 196
d: 116
d: 116
0: 41
1: 41
d: 116
1: 68
1: 169
d: 111
1: 142
0: 116
1: 116
d: 111
g: 12608
0: 74
1: 74
1: 116
t: 58259
---
q5: 3/6
---
d: 101
d: 101
1: 666
d: 101
0: 157
0: 157
d: 107
1: 157
d: 101
1: 77
d: 101
1: 56
d: 101
1: 136
1: 169
d: 98
1: 169
d: 98
1: 56
d: 98
1: 41
d: 98
d: 98
1: 95
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
0: 74
d: 444
1: 74
d: 444
0: 142
1: 142
d: 444
1: 157
d: 444
1: 463
d: 444
1: 360
d: 444
1: 449
d: 444
d: 444
1: 392
d: 444
1: 422
d: 444
1: 428
d: 444
1: 463
1: 404
d: 444
g: 12928
1: 449
1: 463
t: 170745
---
q6: 3/6
---
# EOF
