---
# IPCG 3YP data file
# taes1g09@ecs.soton.ac.uk
---
q1: 4/4
q2: 4/4
---
---
d: 444
d: 444
d: 444
0: 666
1: 666
d: 444
1: 437
0: 428
d: 444
1: 428
d: 444
1: 463
d: 444
1: 449
d: 444
1: 428
d: 444
d: 444
1: 449
d: 444
1: 428
1: 458
d: 444
d: 444
1: 455
d: 444
1: 428
d: 444
d: 444
1: 449
d: 444
1: 476
d: 444
1: 458
1: 476
1: 404
d: 444
1: 449
d: 444
1: 458
d: 444
1: 404
d: 444
1: 449
d: 444
1: 463
d: 444
d: 444
1: 463
1: 428
d: 444
1: 463
d: 444
1: 428
d: 444
g: 12864
1: 428
1: 428
1: 449
t: 33786
---
q3: 1/6
---
d: 222
d: 222
1: 666
d: 222
d: 222
1: 157
d: 222
1: 219
d: 222
1: 178
d: 222
1: 219
d: 222
d: 222
1: 202
1: 196
d: 222
1: 267
1: 232
d: 222
d: 222
1: 258
d: 222
1: 202
d: 222
1: 202
d: 222
1: 232
1: 232
d: 222
1: 247
d: 222
d: 222
1: 219
1: 232
d: 222
1: 285
d: 222
d: 222
1: 219
d: 222
g: 12800
1: 202
1: 169
1: 247
t: 31722
---
q4: 0/6
---
d: 127
d: 127
d: 127
1: 666
d: 127
1: 178
1: 178
d: 127
1: 95
d: 111
d: 111
1: 95
d: 111
d: 111
1: 232
0: 71
0: 71
0: 71
1: 71
1: 127
d: 111
d: 111
1: 74
d: 111
1: 95
d: 111
0: 142
0: 142
0: 142
0: 142
0: 142
1: 142
d: 111
1: 74
1: 68
d: 111
1: 169
d: 111
d: 111
1: 116
1: 169
d: 111
1: 116
d: 111
d: 111
1: 116
d: 111
1: 95
1: 136
d: 111
g: 12608
1: 178
0: 95
1: 95
t: 45409
---
q5: 3/6
---
d: 63
d: 63
d: 63
1: 666
0: 5
0: 5
1: 5
d: 68
0: 5
0: 5
0: 5
1: 5
d: 78
0: 169
1: 169
d: 84
d: 84
0: 56
1: 56
0: 77
d: 84
0: 77
1: 77
1: 116
d: 84
1: 56
0: 95
d: 84
1: 95
d: 78
1: 136
d: 71
d: 71
0: 95
0: 95
1: 95
1: 202
d: 78
d: 78
0: 142
0: 142
1: 142
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
d: 101
0: 5
0: 5
0: 5
0: 5
0: 5
1: 5
0: 11
0: 11
1: 11
0: 11
d: 116
1: 11
d: 116
d: 116
1: 41
1: 157
d: 101
g: 13056
1: 136
1: 68
t: 96928
---
q6: 5/6
---
# EOF
