---
# IPCG 3YP data file
# taes1g09@ecs.soton.ac.uk
---
q1: 4/4
q2: 0/4
---
---
d: 444
d: 444
d: 444
1: 666
d: 444
1: 422
d: 444
1: 437
d: 444
1: 449
1: 476
d: 444
1: 463
d: 444
d: 444
1: 463
d: 444
1: 428
d: 444
1: 449
d: 444
1: 463
d: 444
1: 437
d: 444
1: 428
d: 444
1: 428
d: 444
1: 449
d: 444
1: 463
d: 444
1: 428
d: 444
1: 449
1: 476
d: 444
d: 444
1: 422
d: 444
d: 444
g: 12480
1: 463
1: 449
1: 428
t: 30775
---
q3: 1/6
---
d: 222
d: 222
d: 222
d: 222
1: 666
d: 222
0: 214
0: 214
1: 214
d: 222
1: 219
d: 222
1: 178
d: 222
0: 258
1: 258
1: 202
d: 222
1: 219
d: 222
1: 219
d: 222
1: 232
1: 264
d: 222
1: 219
d: 222
1: 219
d: 222
1: 202
d: 222
d: 222
1: 219
1: 232
d: 222
0: 196
1: 196
d: 222
d: 222
1: 219
1: 202
d: 222
1: 219
0: 219
d: 222
d: 222
1: 219
d: 222
1: 169
d: 222
g: 12928
1: 214
1: 142
1: 157
t: 39438
---
q4: 3/6
---
d: 111
d: 111
d: 111
1: 666
d: 111
0: 74
d: 111
1: 74
d: 111
0: 127
1: 127
1: 77
d: 111
0: 136
1: 136
d: 111
1: 89
d: 111
1: 169
d: 111
1: 178
d: 111
1: 116
d: 111
1: 68
d: 111
1: 116
d: 111
d: 111
0: 95
0: 95
1: 95
1: 169
1: 178
d: 111
0: 71
1: 71
d: 111
d: 111
0: 95
1: 95
0: 71
d: 111
d: 111
1: 71
d: 111
0: 142
0: 142
0: 142
1: 142
d: 111
1: 178
1: 95
0: 71
1: 71
d: 111
d: 111
1: 77
d: 111
d: 111
1: 136
d: 111
g: 12800
0: 142
0: 142
1: 142
1: 56
1: 127
1: 136
t: 56065
---
q5: 4/6
---
d: 78
d: 78
1: 666
d: 78
0: 56
1: 56
d: 78
1: 68
d: 71
0: 71
1: 71
d: 78
1: 11
d: 71
1: 68
d: 71
1: 116
d: 71
d: 71
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
0: 5
1: 5
d: 224
0: 142
0: 142
1: 142
1: 23
d: 224
d: 224
1: 95
0: 219
1: 219
d: 224
1: 219
d: 224
1: 285
d: 224
1: 258
d: 224
d: 224
1: 202
d: 224
g: 12672
1: 285
1: 196
1: 202
t: 98796
---
q6: 5/6
---
# EOF
