---
# IPCG 3YP data file
# taes1g09@ecs.soton.ac.uk
---
q1: 4/4
q2: 4/4
---
---
d: 444
d: 444
d: 444
d: 444
1: 666
d: 444
0: 463
0: 463
0: 463
0: 463
1: 463
1: 449
1: 449
d: 444
1: 437
d: 444
d: 444
d: 444
1: 463
d: 444
1: 463
d: 444
1: 458
d: 444
d: 444
1: 437
d: 444
1: 428
1: 422
1: 458
1: 422
d: 444
1: 470
d: 444
d: 444
1: 463
d: 444
1: 428
d: 444
d: 444
1: 449
1: 428
d: 444
1: 428
d: 444
1: 428
d: 444
d: 444
1: 428
d: 444
1: 428
d: 444
1: 428
d: 444
d: 444
1: 449
d: 444
1: 508
1: 476
d: 444
g: 12544
1: 463
1: 449
1: 449
t: 35721
---
q3: 3/6
---
d: 222
d: 222
d: 222
1: 666
d: 222
0: 247
1: 247
d: 222
1: 219
d: 222
1: 232
d: 222
1: 196
1: 219
d: 222
1: 219
d: 222
d: 222
d: 222
1: 219
d: 222
1: 219
1: 258
d: 222
1: 232
d: 222
1: 219
d: 222
1: 219
d: 222
1: 196
d: 222
1: 202
d: 222
1: 178
d: 222
d: 222
1: 219
1: 219
d: 222
1: 169
d: 222
1: 214
0: 219
d: 222
1: 219
d: 222
1: 258
0: 169
d: 222
g: 12736
0: 169
1: 169
1: 196
1: 219
t: 38272
---
q4: 3/6
---
d: 116
d: 116
1: 666
d: 116
d: 116
1: 74
d: 111
1: 169
1: 41
d: 111
1: 157
d: 111
d: 111
d: 111
1: 157
0: 71
0: 71
d: 111
1: 71
1: 169
1: 71
d: 111
0: 136
1: 136
d: 111
d: 111
1: 41
d: 111
1: 56
1: 95
d: 111
1: 95
d: 111
1: 95
d: 111
1: 71
d: 111
d: 111
0: 68
d: 111
1: 68
0: 71
d: 111
1: 71
d: 111
1: 95
d: 111
1: 71
1: 71
1: 71
d: 111
g: 12928
1: 77
1: 68
t: 39335
---
q5: 3/6
---
d: 78
d: 78
d: 78
1: 666
d: 78
1: 74
1: 95
d: 68
1: 127
d: 63
1: 136
0: 68
d: 68
1: 68
d: 63
d: 63
d: 63
1: 5
1: 56
d: 47
1: 169
d: 47
1: 116
d: 47
1: 11
d: 47
d: 47
0: 77
0: 77
1: 77
1: 89
1: 116
d: 47
0: 41
1: 41
d: 47
0: 95
1: 95
0: 41
0: 41
d: 58
0: 56
0: 56
0: 56
0: 56
0: 56
1: 56
d: 78
0: 41
0: 41
0: 41
1: 41
d: 84
g: 12544
1: 11
1: 116
t: 56478
---
q6: 3/6
---
# EOF
