---
# IPCG 3YP data file
# taes1g09@ecs.soton.ac.uk
---
q1: 4/4
q2: 4/4
---
---
d: 444
d: 444
d: 444
d: 444
0: 666
1: 666
d: 444
1: 455
d: 444
1: 458
d: 444
1: 449
d: 444
1: 463
d: 444
0: 428
0: 428
0: 428
1: 428
d: 444
1: 428
d: 444
1: 428
1: 449
1: 422
d: 444
1: 428
d: 444
1: 463
d: 444
d: 444
1: 428
d: 444
d: 444
1: 392
d: 444
0: 422
0: 422
d: 444
1: 422
1: 428
d: 444
1: 463
d: 444
1: 428
1: 463
d: 444
0: 428
d: 444
1: 428
1: 449
d: 444
1: 449
d: 444
1: 428
d: 444
1: 463
d: 444
1: 369
d: 444
g: 13120
1: 428
1: 422
1: 463
t: 41528
---
q3: 0/6
---
d: 222
d: 222
d: 222
1: 666
d: 222
d: 222
1: 196
d: 222
1: 202
d: 222
1: 232
1: 202
d: 222
1: 169
d: 222
1: 214
d: 222
0: 232
0: 232
1: 232
d: 222
1: 219
d: 222
d: 222
1: 219
1: 219
d: 222
1: 219
d: 222
1: 219
d: 222
1: 219
d: 222
1: 202
d: 222
1: 247
1: 202
d: 222
1: 196
d: 222
d: 222
1: 219
d: 222
1: 202
d: 222
1: 232
d: 222
1: 219
d: 222
g: 12480
1: 258
1: 219
1: 219
t: 34460
---
q4: 1/6
---
d: 111
d: 111
1: 666
d: 111
0: 116
1: 116
d: 116
0: 95
1: 95
d: 116
1: 116
d: 111
d: 111
0: 77
0: 77
0: 77
0: 77
1: 77
d: 116
1: 136
d: 116
d: 116
0: 74
1: 74
1: 127
0: 232
1: 232
d: 116
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
0: 71
t: 91089
---
q5: 4/6
---
d: 246
d: 246
d: 246
1: 666
0: 214
0: 214
1: 214
d: 246
d: 246
1: 258
0: 202
d: 246
0: 202
1: 202
d: 249
1: 214
d: 249
1: 202
d: 246
d: 246
1: 285
0: 247
1: 247
d: 246
1: 267
d: 246
1: 249
d: 246
1: 258
d: 246
0: 285
1: 285
d: 246
1: 285
d: 246
0: 247
1: 247
d: 246
1: 202
d: 246
0: 258
1: 258
1: 247
d: 246
0: 249
1: 249
d: 246
0: 249
d: 246
d: 246
1: 249
d: 246
1: 306
d: 246
1: 232
d: 246
g: 12608
0: 232
1: 232
1: 249
1: 249
1: 267
t: 47767
---
q6: 2/6
---
# EOF
