---
# IPCG 3YP data file
# taes1g09@ecs.soton.ac.uk
---
q1: 4/4
q2: 4/4
---
---
d: 444
d: 444
d: 444
1: 666
d: 444
0: 422
0: 422
0: 422
0: 422
1: 422
d: 444
0: 463
1: 463
d: 444
d: 444
1: 422
d: 444
0: 422
d: 444
1: 422
1: 449
1: 458
d: 444
0: 437
1: 437
d: 444
1: 449
d: 444
d: 444
1: 428
d: 444
1: 508
d: 444
1: 449
1: 470
d: 444
0: 458
1: 458
1: 463
d: 444
d: 444
1: 463
d: 444
d: 444
1: 463
d: 444
1: 463
1: 428
d: 444
1: 437
d: 444
1: 449
d: 444
d: 444
1: 449
d: 444
1: 449
1: 449
d: 444
1: 449
d: 444
1: 422
d: 444
g: 12736
1: 476
1: 449
t: 42946
---
q3: 3/6
---
d: 222
d: 222
d: 222
1: 666
d: 222
0: 247
d: 222
1: 247
0: 169
0: 169
1: 169
d: 222
1: 232
d: 222
0: 202
1: 202
0: 219
d: 222
1: 219
d: 222
d: 222
0: 232
1: 232
0: 219
0: 219
0: 219
0: 219
d: 222
1: 219
d: 222
1: 219
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
0: 267
1: 267
d: 222
1: 247
0: 219
d: 222
1: 219
d: 222
0: 202
1: 202
d: 222
1: 157
d: 222
1: 178
0: 202
d: 222
1: 202
d: 222
d: 222
1: 247
d: 222
1: 202
0: 219
0: 219
0: 219
d: 222
1: 219
d: 222
1: 202
1: 169
d: 222
1: 258
d: 222
1: 214
d: 222
0: 178
d: 222
g: 12544
1: 178
0: 219
0: 219
1: 219
0: 232
0: 232
1: 232
1: 202
t: 175280
---
q4: 3/6
---
d: 532
d: 532
d: 532
d: 532
1: 666
d: 532
1: 470
d: 532
0: 538
1: 538
1: 508
d: 532
1: 493
d: 532
1: 508
d: 532
d: 532
1: 497
1: 559
d: 510
1: 476
1: 493
d: 510
0: 523
d: 510
1: 523
d: 510
d: 510
1: 449
d: 510
1: 476
1: 517
d: 510
1: 497
1: 550
d: 510
d: 510
d: 510
d: 510
1: 523
d: 510
1: 523
1: 422
d: 510
1: 508
d: 510
1: 493
d: 510
1: 517
1: 523
d: 483
1: 550
1: 517
d: 483
d: 483
g: 12608
1: 478
1: 478
1: 455
t: 33661
---
q5: 3/6
---
d: 444
d: 444
d: 444
1: 666
d: 444
1: 449
d: 444
d: 444
1: 497
d: 444
1: 463
d: 444
1: 455
d: 444
1: 463
1: 449
d: 444
1: 449
d: 444
1: 422
d: 444
1: 392
d: 444
1: 476
1: 422
d: 444
d: 444
1: 463
d: 444
1: 449
d: 444
1: 428
d: 444
0: 463
1: 463
d: 444
d: 444
1: 449
1: 437
d: 444
1: 428
d: 444
1: 449
d: 444
1: 463
d: 444
1: 463
d: 444
1: 463
d: 444
g: 12672
1: 428
0: 428
0: 428
1: 428
t: 35212
---
q6: 3/6
---
# EOF
